Quarters,AskingRate,,,,Boston Office Leased Lists from Y2005-Y2010
3,19.5,,,,
4,19.5,,,,
6,20,,,,
1,18,,,,
3,18,,,,
2,20,,,,
7,18,,,,
0,18,,,,
0,22,,,,
5,18,,,,
6,18,,,,
1,18,,,,
6,40,,,,
1,29.5,,,,
5,30,,,,
13,30,,,,
5,29.5,,,,
2,29.5,,,,
3,37.5,,,,
2,29.5,,,,
6,29.5,,,,
3,30,,,,
4,29.5,,,,
1,24,,,,
0,24.61,,,,
3,25,,,,
3,29,,,,
5,30,,,,
1,25,,,,
6,29,,,,
0,25,,,,
2,30,,,,
3,38,,,,
0,24,,,,
2,26,,,,
3,22,,,,
2,22,,,,
0,24,,,,
6,28,,,,
3,28,,,,
3,15.92,,,,
11,18.86,,,,
5,17.69,,,,
7,18,,,,
1,18,,,,
1,19.09,,,,
2,19.44,,,,
1,25.04,,,,
1,25,,,,
0,19.09,,,,
2,34,,,,
1,34,,,,
0,34,,,,
2,34,,,,
6,34,,,,
8,33,,,,
7,33,,,,
4,33,,,,
4,33,,,,
3,33,,,,
1,33,,,,
9,33,,,,
7,32,,,,
3,32.5,,,,
7,32,,,,
3,35,,,,
0,38.5,,,,
8,23.5,,,,
4,13.33,,,,
3,13.5,,,,
5,8.5,,,,
14,13,,,,
4,13,,,,
4,16,,,,
2,16,,,,
2,17.74,,,,
1,16,,,,
4,20,,,,
6,20,,,,
0,16,,,,
2,23,,,,
1,25,,,,
4,23,,,,
5,13,,,,
7,13,,,,
3,30,,,,
3,15,,,,
2,24.5,,,,
2,23,,,,
0,23,,,,
2,23,,,,
2,23,,,,
12,23,,,,
3,6.5,,,,
1,32,,,,
1,32,,,,
8,32,,,,
3,32,,,,
3,32,,,,
2,29.61,,,,
2,28,,,,
2,29.65,,,,
1,29.61,,,,
1,17,,,,
1,24.14,,,,
3,27,,,,
6,33,,,,
3,25,,,,
3,25,,,,
4,25,,,,
6,20,,,,
2,17.5,,,,
6,33,,,,
8,33,,,,
9,33,,,,
6,33,,,,
2,16,,,,
4,16,,,,
4,23,,,,
4,34.15,,,,
1,62.5,,,,
1,25,,,,
3,15.65,,,,
10,18,,,,
10,18,,,,
7,20,,,,
0,14,,,,
7,20,,,,
3,14,,,,
0,20,,,,
3,16.5,,,,
7,13,,,,
2,8.87,,,,
5,9.62,,,,
4,8.87,,,,
1,10.65,,,,
7,12,,,,
3,12,,,,
1,16.5,,,,
4,9,,,,
1,9,,,,
1,20,,,,
1,20,,,,
8,18,,,,
1,14,,,,
1,20,,,,
1,15,,,,
0,16,,,,
1,14,,,,
1,14,,,,
4,9,,,,
7,9.62,,,,
5,25,,,,
4,29,,,,
1,29,,,,
5,29,,,,
3,29,,,,
16,30.5,,,,
1,29,,,,
1,29,,,,
2,29,,,,
4,29,,,,
5,29,,,,
5,29,,,,
1,29,,,,
1,19.75,,,,
1,21.75,,,,
2,19.5,,,,
2,18,,,,
2,19.5,,,,
3,19.5,,,,
8,35,,,,
8,30,,,,
3,35,,,,
5,27.5,,,,
13,35,,,,
8,35,,,,
5,27.5,,,,
0,35,,,,
0,21.75,,,,
8,21.75,,,,
1,20.75,,,,
12,19.75,,,,
2,22.75,,,,
3,30.5,,,,
1,29,,,,
1,22,,,,
11,22,,,,
2,65,,,,
2,17.5,,,,
8,15,,,,
3,28.8,,,,
3,43.33,,,,
4,22,,,,
3,10,,,,
2,10.06,,,,
2,13.5,,,,
4,25,,,,
7,25,,,,
4,35,,,,
3,24,,,,
6,25,,,,
7,25,,,,
4,20,,,,
3,26,,,,
4,26,,,,
5,38,,,,
15,40,,,,
13,40,,,,
3,15.95,,,,
1,15.95,,,,
14,12.95,,,,
6,15,,,,
5,12,,,,
2,18,,,,
9,25,,,,
6,25,,,,
2,19,,,,
9,25,,,,
6,25,,,,
10,39,,,,
7,39,,,,
10,39,,,,
10,39,,,,
10,39,,,,
10,39,,,,
10,39,,,,
10,39,,,,
5,29,,,,
8,26,,,,
12,7.96,,,,
0,35,,,,
0,35,,,,
4,49,,,,
2,45,,,,
2,26.5,,,,
3,20,,,,
3,22,,,,
9,22,,,,
9,10,,,,
7,20,,,,
10,20,,,,
12,25,,,,
7,20,,,,
7,20,,,,
2,20,,,,
3,20,,,,
10,20,,,,
8,20,,,,
11,20,,,,
9,20,,,,
2,19,,,,
2,16,,,,
2,16,,,,
1,19.99,,,,
2,14.95,,,,
3,13,,,,
6,15,,,,
2,10,,,,
3,12,,,,
2,17.5,,,,
9,17.5,,,,
1,17.5,,,,
10,17,,,,
7,17,,,,
2,20,,,,
3,13.5,,,,
2,13.5,,,,
1,10,,,,
1,10,,,,
5,10,,,,
1,13.71,,,,
12,30,,,,
0,30,,,,
2,30,,,,
1,30,,,,
6,22.5,,,,
9,22,,,,
10,19,,,,
6,22.5,,,,
9,19,,,,
3,14,,,,
0,14.6,,,,
0,18,,,,
1,20.29,,,,
1,19.85,,,,
4,20.28,,,,
9,30,,,,
1,35.88,,,,
2,27.6,,,,
9,31,,,,
14,39,,,,
5,25,,,,
2,25,,,,
5,25,,,,
1,27.61,,,,
3,13.5,,,,
12,40,,,,
5,25,,,,
5,22,,,,
1,23,,,,
1,21,,,,
6,23.5,,,,
1,29,,,,
4,23,,,,
5,13.09,,,,
4,13.09,,,,
2,13.09,,,,
3,18,,,,
3,18,,,,
11,20,,,,
5,12.12,,,,
5,12.12,,,,
12,12,,,,
9,21,,,,
4,12,,,,
8,16,,,,
3,16,,,,
2,37,,,,
2,37,,,,
2,19.5,,,,
1,19.5,,,,
6,19.5,,,,
10,11,,,,
3,13,,,,
5,28,,,,
3,28.5,,,,
3,30,,,,
3,35,,,,
1,35,,,,
1,14.5,,,,
2,12.5,,,,
9,28,,,,
3,22,,,,
3,22,,,,
7,20,,,,
2,24,,,,
3,20,,,,
2,20,,,,
16,17.5,,,,
1,22,,,,
3,21,,,,
4,21,,,,
1,20,,,,
6,20,,,,
1,24,,,,
2,35,,,,
5,16,,,,
1,25,,,,
0,22,,,,
3,15,,,,
6,13,,,,
5,28.5,,,,
1,26,,,,
6,24,,,,
5,23.5,,,,
5,24,,,,
2,24,,,,
1,27,,,,
3,17,,,,
8,17.5,,,,
4,17.5,,,,
4,17.5,,,,
6,17.5,,,,
5,17.5,,,,
4,19,,,,
2,18,,,,
2,20,,,,
5,17,,,,
5,20,,,,
1,20,,,,
3,20,,,,
3,19,,,,
1,23,,,,
4,21,,,,
3,21,,,,
1,18,,,,
2,25,,,,
4,23,,,,
0,23,,,,
2,20,,,,
2,18,,,,
1,23,,,,
4,17,,,,
1,18,,,,
3,21.75,,,,
1,21.33,,,,
1,12,,,,
3,17,,,,
2,17.5,,,,
1,15,,,,
4,16,,,,
4,16,,,,
12,12,,,,
16,21,,,,
9,12,,,,
6,15,,,,
4,15,,,,
2,25,,,,
16,18,,,,
16,18,,,,
16,18,,,,
15,10,,,,
16,10,,,,
14,10,,,,
15,10,,,,
14,10,,,,
14,10,,,,
2,25,,,,
2,25,,,,
0,40,,,,
3,20,,,,
14,9.95,,,,
3,24,,,,
3,24,,,,
13,10,,,,
1,26,,,,
1,26,,,,
6,27.5,,,,
2,32,,,,
2,21,,,,
3,26,,,,
2,20,,,,
3,20,,,,
1,20,,,,
1,30.1,,,,
2,23,,,,
2,23,,,,
5,8,,,,
8,12,,,,
13,24.5,,,,
7,24.5,,,,
6,24.5,,,,
6,24.5,,,,
1,26.5,,,,
1,10.15,,,,
1,25,,,,
9,21,,,,
14,21,,,,
4,21,,,,
1,16.5,,,,
14,21,,,,
1,12,,,,
9,12,,,,
3,20,,,,
0,15,,,,
2,15,,,,
7,13.95,,,,
8,14,,,,
6,20,,,,
2,14,,,,
15,12.95,,,,
2,14.95,,,,
5,13.95,,,,
1,15.15,,,,
2,6.32,,,,
2,19.5,,,,
2,18.23,,,,
2,20,,,,
6,12,,,,
1,10,,,,
13,29.5,,,,
4,24,,,,
6,34.5,,,,
6,34,,,,
6,34,,,,
1,34.5,,,,
8,24,,,,
7,28,,,,
4,24,,,,
7,29.5,,,,
7,28,,,,
12,24,,,,
16,24,,,,
5,29.5,,,,
8,28,,,,
7,28,,,,
6,29.5,,,,
13,29.5,,,,
4,24,,,,
4,24,,,,
7,28,,,,
8,28,,,,
3,23,,,,
2,21.33,,,,
2,24,,,,
2,19.71,,,,
2,26.09,,,,
3,23.2,,,,
0,17.5,,,,
3,16.5,,,,
1,18,,,,
1,18.4,,,,
9,24.8,,,,
4,14,,,,
3,14,,,,
0,20,,,,
3,23,,,,
13,18,,,,
1,18,,,,
4,22.5,,,,
1,12,,,,
14,30,,,,
5,20,,,,
2,20,,,,
4,20,,,,
3,20,,,,
1,22.5,,,,
1,19,,,,
0,19,,,,
15,10,,,,
3,10,,,,
15,12,,,,
8,17,,,,
1,17,,,,
1,14,,,,
8,15,,,,
2,15,,,,
3,14.95,,,,
6,13,,,,
2,13.5,,,,
2,13.5,,,,
1,35.55,,,,
3,40,,,,
8,17.5,,,,
3,25,,,,
4,14.75,,,,
2,17,,,,
6,17.5,,,,
0,23.5,,,,
1,17,,,,
3,17,,,,
6,13,,,,
2,20,,,,
2,22,,,,
1,24,,,,
0,23.5,,,,
3,23.5,,,,
3,22,,,,
3,24,,,,
0,23.5,,,,
2,19.5,,,,
1,12,,,,
2,27,,,,
3,25,,,,
3,25,,,,
1,33.23,,,,
1,20,,,,
3,20,,,,
3,40,,,,
2,35,,,,
3,34,,,,
1,30,,,,
0,25,,,,
1,25,,,,
8,32,,,,
1,24,,,,
7,25,,,,
11,25,,,,
16,35,,,,
1,25,,,,
3,25,,,,
1,25,,,,
2,30,,,,
1,29.5,,,,
1,30,,,,
3,20,,,,
1,35,,,,
1,26,,,,
3,25,,,,
1,16,,,,
1,16,,,,
2,16,,,,
2,16,,,,
6,25,,,,
0,17,,,,
5,20,,,,
6,20,,,,
12,18,,,,
6,18,,,,
3,14,,,,
5,29,,,,
6,29,,,,
0,30,,,,
2,30,,,,
7,28,,,,
1,30,,,,
2,40,,,,
3,45,,,,
2,40,,,,
2,26,,,,
2,27,,,,
1,27,,,,
0,27.5,,,,
1,27.5,,,,
1,27,,,,
1,27,,,,
1,27,,,,
1,24.5,,,,
6,27,,,,
0,23,,,,
7,38.5,,,,
2,60,,,,
6,26.5,,,,
1,38,,,,
5,34,,,,
4,32,,,,
1,39,,,,
5,40,,,,
2,43,,,,
0,42,,,,
1,27.5,,,,
3,27.5,,,,
3,27.5,,,,
3,27.5,,,,
1,40,,,,
8,23,,,,
2,34,,,,
2,35,,,,
3,35,,,,
14,27,,,,
14,27,,,,
16,25,,,,
13,45,,,,
3,37,,,,
3,35,,,,
5,38,,,,
11,44,,,,
2,37,,,,
6,37,,,,
1,23,,,,
5,35,,,,
11,38.5,,,,
2,38.5,,,,
2,37.5,,,,
5,35,,,,
3,19.5,,,,
2,28,,,,
2,28,,,,
4,28,,,,
2,25,,,,
9,27,,,,
5,24,,,,
4,27,,,,
3,20,,,,
6,27,,,,
4,27,,,,
5,27,,,,
5,27,,,,
2,27,,,,
5,27,,,,
6,28,,,,
7,15,,,,
5,25.5,,,,
2,28,,,,
1,30.72,,,,
2,25,,,,
3,28,,,,
0,32,,,,
3,27,,,,
2,27,,,,
0,32,,,,
1,32,,,,
1,27,,,,
1,32,,,,
6,30,,,,
4,29,,,,
1,32,,,,
0,32,,,,
1,28,,,,
1,25,,,,
0,27,,,,
3,25,,,,
0,30,,,,
2,32,,,,
1,29,,,,
4,33,,,,
9,40.5,,,,
8,40,,,,
8,40.5,,,,
2,34,,,,
2,39,,,,
6,24,,,,
2,35.55,,,,
7,36.92,,,,
3,35.55,,,,
0,58,,,,
5,22,,,,
10,27,,,,
3,50,,,,
1,30,,,,
1,30,,,,
2,30,,,,
2,30,,,,
4,30,,,,
1,30,,,,
1,32,,,,
6,36,,,,
6,18.5,,,,
4,16.5,,,,
4,16.5,,,,
10,20,,,,
1,27,,,,
1,23,,,,
0,27.2,,,,
5,14,,,,
1,15.56,,,,
2,23,,,,
1,19,,,,
13,24,,,,
3,27.5,,,,
5,17.2,,,,
7,41,,,,
4,55,,,,
7,46,,,,
3,38,,,,
8,47.5,,,,
4,47.5,,,,
14,42.5,,,,
4,20.5,,,,
1,27,,,,
1,25,,,,
2,26,,,,
1,31.5,,,,
7,25,,,,
1,26,,,,
7,26,,,,
10,26,,,,
5,28.5,,,,
1,28.5,,,,
1,28.5,,,,
4,29,,,,
4,28.5,,,,
6,28.5,,,,
5,28.5,,,,
5,28.5,,,,
2,20,,,,
1,30,,,,
10,25,,,,
2,25,,,,
1,30,,,,
3,18,,,,
7,35,,,,
9,65,,,,
2,32,,,,
1,27.5,,,,
4,33.5,,,,
1,27.5,,,,
1,25.5,,,,
1,25.5,,,,
2,29.5,,,,
8,21.6,,,,
5,25.2,,,,
13,21,,,,
11,23,,,,
8,31,,,,
6,31,,,,
6,31,,,,
4,23,,,,
6,28,,,,
0,28,,,,
5,23,,,,
5,23,,,,
6,31,,,,
6,31,,,,
2,30,,,,
1,32,,,,
0,30,,,,
3,32,,,,
3,32,,,,
5,32,,,,
1,38,,,,
1,39,,,,
8,33,,,,
5,38,,,,
7,38,,,,
5,35,,,,
0,34,,,,
2,34,,,,
3,24,,,,
0,24,,,,
0,24,,,,
1,24,,,,
1,16.67,,,,
1,27,,,,
2,24,,,,
10,14,,,,
6,14.75,,,,
4,14,,,,
2,24,,,,
7,24,,,,
8,24,,,,
3,24,,,,
3,20,,,,
6,40,,,,
1,50,,,,
1,35,,,,
10,23,,,,
9,47,,,,
2,55,,,,
3,45,,,,
1,20,,,,
7,18,,,,
5,30,,,,
2,28,,,,
2,28,,,,
2,45,,,,
1,15,,,,
0,23,,,,
1,27,,,,
1,28,,,,
1,16.36,,,,
3,11,,,,
2,25,,,,
2,25,,,,
10,35,,,,
3,39,,,,
3,37.5,,,,
3,37.5,,,,
1,46.5,,,,
3,42.5,,,,
1,46.5,,,,
1,37.5,,,,
2,35,,,,
1,38,,,,
13,35,,,,
0,13.79,,,,
8,18.5,,,,
4,16.5,,,,
4,16.5,,,,
4,16.5,,,,
4,16.5,,,,
5,25,,,,
3,25,,,,
2,30,,,,
2,34.5,,,,
3,32,,,,
4,28.5,,,,
1,26,,,,
3,27.5,,,,
2,23,,,,
1,26.4,,,,
1,20.8,,,,
0,17.68,,,,
4,15.39,,,,
5,22.27,,,,
5,17.86,,,,
7,19.21,,,,
2,19.2,,,,
4,18.62,,,,
4,17.41,,,,
4,19.55,,,,
10,18,,,,
6,18.34,,,,
5,22.5,,,,
1,22.5,,,,
1,22.5,,,,
3,17,,,,
0,21,,,,
0,28,,,,
9,18,,,,
6,19,,,,
5,16,,,,
1,25,,,,
1,25,,,,
1,25,,,,
1,25,,,,
1,25,,,,
1,25,,,,
1,25,,,,
1,25,,,,
6,27.5,,,,
7,26,,,,
4,29,,,,
3,28,,,,
8,28,,,,
2,28,,,,
1,40,,,,
2,50,,,,
0,39,,,,
1,39,,,,
1,39,,,,
4,36.5,,,,
2,39,,,,
5,36.5,,,,
11,38,,,,
5,30,,,,
6,30,,,,
14,43,,,,
5,30,,,,
5,30,,,,
3,30,,,,
2,25,,,,
5,43,,,,
0,33,,,,
2,32,,,,
1,33,,,,
3,38,,,,
2,38,,,,
0,38,,,,
1,38,,,,
0,38,,,,
2,34,,,,
0,37,,,,
1,35,,,,
3,34,,,,
2,35,,,,
0,35,,,,
3,34,,,,
2,41,,,,
1,25.71,,,,
1,31,,,,
0,29,,,,
1,29,,,,
12,27,,,,
6,27,,,,
5,24,,,,
0,27,,,,
1,27,,,,
2,27,,,,
1,31,,,,
8,24,,,,
7,27,,,,
0,27,,,,
5,34,,,,
1,34,,,,
0,29.5,,,,
2,34,,,,
10,34,,,,
7,34,,,,
7,28,,,,
0,21,,,,
1,20,,,,
0,20,,,,
1,20,,,,
1,20,,,,
3,23,,,,
1,19,,,,
7,16,,,,
2,25,,,,
9,21,,,,
2,25,,,,
0,25,,,,
5,21,,,,
11,21,,,,
3,27,,,,
2,21.5,,,,
2,21.5,,,,
7,21,,,,
5,21,,,,
1,24,,,,
4,20,,,,
6,24,,,,
1,24,,,,
1,24,,,,
0,24,,,,
1,24,,,,
1,20,,,,
1,20,,,,
4,20,,,,
0,30,,,,
2,22.5,,,,
1,8,,,,
1,8,,,,
3,33.5,,,,
6,33.5,,,,
3,54,,,,
11,57,,,,
1,47.5,,,,
10,51,,,,
10,57,,,,
1,29.5,,,,
5,32,,,,
2,30,,,,
2,29,,,,
3,28,,,,
3,26,,,,
2,28,,,,
2,27,,,,
5,18,,,,
2,27,,,,
5,29,,,,
12,36,,,,
5,23,,,,
0,23,,,,
3,20.43,,,,
0,20,,,,
0,23,,,,
1,47.5,,,,
3,22.5,,,,
3,24,,,,
3,26,,,,
6,28,,,,
2,26,,,,
13,22,,,,
1,21.5,,,,
4,18.5,,,,
3,18.5,,,,
0,21,,,,
3,24,,,,
3,28,,,,
1,27,,,,
1,28,,,,
6,34,,,,
6,29,,,,
2,29,,,,
2,27,,,,
1,33.33,,,,
2,32,,,,
4,36,,,,
8,15,,,,
2,23.04,,,,
2,16.5,,,,
4,12.95,,,,
5,15.95,,,,
6,15.95,,,,
1,14.95,,,,
1,14.95,,,,
5,14.95,,,,
5,14.95,,,,
10,13.95,,,,
2,16.95,,,,
6,22.5,,,,
6,22.5,,,,
5,10.5,,,,
5,10.5,,,,
1,16,,,,
3,15,,,,
3,15,,,,
6,12,,,,
10,12,,,,
2,18,,,,
3,18,,,,
10,11.95,,,,
3,12,,,,
8,12,,,,
6,19.5,,,,
2,16.5,,,,
4,16.5,,,,
6,19.5,,,,
5,19.5,,,,
16,16.5,,,,
1,14,,,,
3,12.5,,,,
1,12.5,,,,
2,12,,,,
1,14,,,,
0,14,,,,
2,18,,,,
4,12,,,,
1,12,,,,
4,14,,,,
0,12.5,,,,
2,12,,,,
2,16,,,,
1,12,,,,
1,12,,,,
1,16,,,,
2,15,,,,
0,14,,,,
7,18,,,,
2,15,,,,
1,14,,,,
6,16,,,,
1,18,,,,
1,18,,,,
0,12,,,,
1,15,,,,
8,12.5,,,,
1,12,,,,
4,12.5,,,,
6,10,,,,
2,12,,,,
4,12,,,,
3,14,,,,
0,12,,,,
4,12.5,,,,
11,19,,,,
2,19,,,,
13,24,,,,
4,24,,,,
2,9.85,,,,
16,29,,,,
11,33,,,,
2,30,,,,
10,30,,,,
1,33,,,,
10,19,,,,
12,20,,,,
6,15.93,,,,
1,18.95,,,,
2,19.95,,,,
1,20.95,,,,
6,17.95,,,,
4,18.95,,,,
1,18.95,,,,
8,18.95,,,,
3,17.95,,,,
4,18.95,,,,
4,17.95,,,,
4,18.95,,,,
0,17.95,,,,
5,17.95,,,,
4,18.95,,,,
3,17.95,,,,
2,28.5,,,,
3,31.5,,,,
3,28.5,,,,
2,26.5,,,,
8,23,,,,
9,23,,,,
0,28,,,,
0,28,,,,
3,41.5,,,,
1,43,,,,
1,28,,,,
2,28,,,,
1,50,,,,
11,17,,,,
7,17,,,,
7,17,,,,
7,17,,,,
7,17,,,,
3,17,,,,
4,17,,,,
3,17,,,,
4,17,,,,
4,17,,,,
0,50,,,,
1,50,,,,
0,50,,,,
6,28,,,,
4,28,,,,
4,43,,,,
4,43,,,,
3,28,,,,
1,31,,,,
8,28,,,,
2,28,,,,
7,28,,,,
2,28,,,,
3,28,,,,
1,31,,,,
3,43,,,,
1,19.95,,,,
1,17.95,,,,
1,17.95,,,,
6,16.95,,,,
3,16.95,,,,
7,18.95,,,,
4,16.95,,,,
1,18.95,,,,
6,19,,,,
7,20.5,,,,
7,20.5,,,,
7,15,,,,
4,14,,,,
1,14,,,,
7,14,,,,
6,14,,,,
2,14,,,,
2,14,,,,
10,24.95,,,,
5,15.95,,,,
2,14.95,,,,
1,10.95,,,,
3,15.95,,,,
3,11.95,,,,
1,16,,,,
8,17,,,,
1,32,,,,
4,32,,,,
4,32,,,,
1,17,,,,
6,17,,,,
4,41,,,,
4,41,,,,
4,41,,,,
2,40,,,,
4,41,,,,
3,42,,,,
2,18,,,,
2,18,,,,
3,50,,,,
7,37.5,,,,
2,9,,,,
12,13.54,,,,
1,19.43,,,,
3,18.31,,,,
7,18.42,,,,
2,18.5,,,,
13,18,,,,
9,18,,,,
9,18,,,,
9,18,,,,
3,52.63,,,,
4,18,,,,
2,17.5,,,,
15,17.5,,,,
11,45,,,,
2,35,,,,
10,35,,,,
14,35,,,,
2,35,,,,
3,35,,,,
13,35,,,,
6,35,,,,
3,35,,,,
1,25,,,,
5,26,,,,
4,26,,,,
3,24.375,,,,
6,23,,,,
7,23,,,,
3,28,,,,
1,23,,,,
2,28,,,,
3,28,,,,
1,28,,,,
2,25,,,,
6,28,,,,
3,24.375,,,,
1,25,,,,
3,24.375,,,,
2,24.375,,,,
1,28,,,,
1,23,,,,
3,23,,,,
2,24,,,,
3,38,,,,
4,28,,,,
2,39,,,,
4,28,,,,
2,39,,,,
2,32,,,,
3,35,,,,
5,30,,,,
3,16,,,,
4,13,,,,
2,20.87,,,,
1,27,,,,
2,32,,,,
5,31,,,,
3,35,,,,
4,32,,,,
3,30,,,,
3,32,,,,
7,35,,,,
9,40,,,,
13,32,,,,
10,28,,,,
3,40,,,,
4,40,,,,
1,27,,,,
0,28,,,,
0,34,,,,
1,35,,,,
2,32,,,,
12,34,,,,
1,22,,,,
2,18,,,,
12,23,,,,
1,26,,,,
6,23,,,,
14,23,,,,
3,23.625,,,,
1,21,,,,
3,25,,,,
2,23,,,,
12,23,,,,
1,26,,,,
12,25,,,,
7,25,,,,
1,29.75,,,,
9,25,,,,
2,25,,,,
2,26,,,,
3,23,,,,
2,21,,,,
10,20,,,,
8,20,,,,
2,13.2,,,,
2,20,,,,
9,38,,,,
9,38,,,,
1,21,,,,
3,21,,,,
2,26,,,,
5,25,,,,
3,21,,,,
3,28.5,,,,
3,29.5,,,,
0,25,,,,
4,26,,,,
4,28.5,,,,
0,28.5,,,,
3,36,,,,
8,36,,,,
1,19,,,,
6,15,,,,
1,16.5,,,,
9,38,,,,
7,28,,,,
4,28,,,,
1,22,,,,
1,22,,,,
9,14,,,,
2,15,,,,
1,10,,,,
1,25,,,,
1,25,,,,
1,25,,,,
16,18,,,,
7,19,,,,
2,18,,,,
10,18,,,,
6,18,,,,
7,28,,,,
3,26,,,,
1,31,,,,
1,23,,,,
6,23,,,,
1,24,,,,
7,16,,,,
8,10.38,,,,
9,23.38,,,,
