Quarters,AskingRate,,,,Boston Office Leased Lists from Y2005-Y2010
7,31,,,,
5,32,,,,
16,27,,,,
10,27,,,,
15,9,,,,
15,9,,,,
15,9,,,,
10,23.5,,,,
2,28,,,,
3,36,,,,
5,29,,,,
1,9,,,,
5,24.75,,,,
5,24.75,,,,
4,25.5,,,,
7,24.75,,,,
1,13,,,,
4,11.57,,,,
5,12.86,,,,
1,12.57,,,,
2,12,,,,
5,18,,,,
13,16.36,,,,
3,15.67,,,,
2,8,,,,
2,7.2,,,,
7,13,,,,
5,13,,,,
1,13,,,,
6,13,,,,
9,7,,,,
2,14.4,,,,
1,17.15,,,,
1,12,,,,
1,15,,,,
1,15,,,,
1,15,,,,
6,15,,,,
1,13,,,,
0,13,,,,
2,13,,,,
6,14,,,,
5,14,,,,
12,14,,,,
7,14,,,,
13,14,,,,
2,13.5,,,,
4,13,,,,
6,13,,,,
1,12,,,,
3,12.86,,,,
1,13.18,,,,
4,10,,,,
3,13,,,,
8,12,,,,
4,12,,,,
7,14,,,,
4,14,,,,
3,14,,,,
4,14,,,,
1,13,,,,
4,14,,,,
1,13,,,,
2,13,,,,
8,14,,,,
3,13,,,,
7,10,,,,
3,15,,,,
5,12,,,,
3,13,,,,
1,13,,,,
1,11.36,,,,
1,11.36,,,,
12,19.2,,,,
3,12.5,,,,
2,12.5,,,,
7,16,,,,
6,15,,,,
12,12.45,,,,
11,24,,,,
3,12.5,,,,
2,12.5,,,,
2,12.5,,,,
2,12.5,,,,
4,12.5,,,,
7,12.5,,,,
4,12.5,,,,
4,12.5,,,,
0,8.4,,,,
1,8.5,,,,
1,8.5,,,,
4,16.25,,,,
4,10,,,,
3,9.5,,,,
6,8.4,,,,
6,8.4,,,,
4,8.4,,,,
2,17.125,,,,
4,9,,,,
4,9.5,,,,
2,12,,,,
4,13,,,,
3,15,,,,
2,13.2,,,,
4,17.54,,,,
4,13,,,,
4,13,,,,
4,13,,,,
13,9,,,,
2,14,,,,
0,7.5,,,,
0,12.4,,,,
0,13,,,,
4,18.64,,,,
9,13,,,,
3,17.74,,,,
3,13,,,,
2,13.85,,,,
7,12,,,,
13,13.85,,,,
11,13.8,,,,
13,9,,,,
10,9,,,,
7,9,,,,
3,13,,,,
7,14,,,,
1,17.66,,,,
10,7.8,,,,
4,7.8,,,,
2,21.6,,,,
11,28,,,,
2,22,,,,
5,10.91,,,,
2,10.91,,,,
4,10.91,,,,
1,17.45,,,,
1,18.89,,,,
2,16.5,,,,
2,16,,,,
0,16,,,,
8,17.5,,,,
3,16,,,,
5,16.67,,,,
2,20.67,,,,
0,21,,,,
9,12.75,,,,
10,18,,,,
5,9,,,,
2,10.5,,,,
2,10.5,,,,
2,12,,,,
2,11,,,,
3,10.9,,,,
3,10.9,,,,
7,8.6,,,,
7,10.71,,,,
1,10.45,,,,
11,12,,,,
3,12,,,,
2,16.5,,,,
8,10,,,,
0,14,,,,
5,12,,,,
1,17.5,,,,
2,11,,,,
9,11,,,,
8,11.95,,,,
2,11,,,,
2,10,,,,
4,10.5,,,,
3,10,,,,
16,8,,,,
8,20,,,,
1,17.13,,,,
12,20,,,,
9,20,,,,
5,20,,,,
2,12,,,,
2,10,,,,
3,11,,,,
3,12,,,,
3,11,,,,
2,14.5,,,,
2,15,,,,
3,15,,,,
8,15,,,,
2,16,,,,
6,15.5,,,,
0,14,,,,
5,10.2,,,,
1,12,,,,
0,16.36,,,,
9,11.55,,,,
1,11.55,,,,
13,12.65,,,,
1,13,,,,
4,13,,,,
0,13,,,,
9,15,,,,
1,20.36,,,,
1,12,,,,
2,14.5,,,,
4,13.15,,,,
7,15,,,,
1,15,,,,
15,15,,,,
8,20.1,,,,
2,17.6,,,,
3,6.1,,,,
4,6.4,,,,
1,12,,,,
2,6.5,,,,
1,16,,,,
12,8.57,,,,
11,8,,,,
11,9.06,,,,
16,16.5,,,,
16,16.5,,,,
3,12,,,,
2,14.5,,,,
2,14.5,,,,
12,12.5,,,,
2,9,,,,
5,17,,,,
2,14.95,,,,
3,11,,,,
3,11,,,,
4,14.95,,,,
4,14.95,,,,
9,14.95,,,,
6,14.95,,,,
1,23,,,,
7,17.64,,,,
6,23,,,,
6,12,,,,
11,16,,,,
11,16,,,,
11,16,,,,
11,16,,,,
0,11.25,,,,
3,13.38,,,,
2,13,,,,
2,13,,,,
5,11,,,,
3,11,,,,
10,11,,,,
1,7,,,,
4,17,,,,
7,15,,,,
3,14,,,,
8,17,,,,
5,17,,,,
8,14.5,,,,
1,12.5,,,,
5,12.5,,,,
5,14.5,,,,
2,14.5,,,,
5,12.5,,,,
5,12.5,,,,
6,12.5,,,,
0,8.5,,,,
1,16.68,,,,
8,14,,,,
8,14,,,,
1,17,,,,
11,14,,,,
8,14,,,,
8,17,,,,
9,17,,,,
11,15,,,,
2,15,,,,
2,15,,,,
4,16,,,,
1,15,,,,
5,17.59,,,,
7,10,,,,
5,12.9,,,,
2,16,,,,
8,14,,,,
8,14,,,,
14,14,,,,
6,8.53,,,,
16,8.95,,,,
16,8.95,,,,
5,10.5,,,,
3,13,,,,
2,11.62,,,,
3,15.09,,,,
4,9,,,,
3,8.5,,,,
5,9.5,,,,
11,12.5,,,,
5,7,,,,
11,12.5,,,,
1,9,,,,
9,15,,,,
8,12,,,,
2,9.5,,,,
2,10.5,,,,
3,9,,,,
3,7.33,,,,
1,12,,,,
4,13.9,,,,
11,18,,,,
9,7.25,,,,
3,12,,,,
6,8,,,,
7,10,,,,
1,10,,,,
0,19.5,,,,
8,9.5,,,,
3,14.22,,,,
0,12,,,,
2,17.5,,,,
11,13,,,,
12,13,,,,
2,17.5,,,,
15,13,,,,
4,9.21,,,,
4,9.21,,,,
8,8.73,,,,
8,8.73,,,,
3,12.86,,,,
11,12.1,,,,
4,28.84,,,,
10,21,,,,
11,17.45,,,,
7,19.88,,,,
11,15,,,,
8,16.72,,,,
0,13.5,,,,
2,14,,,,
13,12.75,,,,
3,12,,,,
2,10.5,,,,
2,14,,,,
12,13,,,,
4,10,,,,
9,12,,,,
4,10,,,,
7,10,,,,
12,12,,,,
3,12,,,,
4,10,,,,
2,15,,,,
8,15.6,,,,
4,10.5,,,,
2,12,,,,
1,12,,,,
1,12,,,,
2,12.5,,,,
9,10.46,,,,
3,10.66,,,,
12,15.31,,,,
5,18,,,,
1,16,,,,
6,13,,,,
6,13,,,,
2,12.15,,,,
2,12.15,,,,
4,13.5,,,,
1,13.5,,,,
7,12.09,,,,
2,14.75,,,,
3,13,,,,
5,12.75,,,,
4,15.5,,,,
2,10,,,,
2,14.75,,,,
2,14.75,,,,
2,14.75,,,,
3,15.75,,,,
0,14,,,,
6,12.5,,,,
1,14.5,,,,
1,11.5,,,,
4,11,,,,
2,13,,,,
5,14.94,,,,
7,12,,,,
1,21.6,,,,
3,25,,,,
0,20,,,,
10,13.5,,,,
1,15,,,,
1,20,,,,
8,20,,,,
6,11,,,,
2,16.7,,,,
9,12,,,,
1,12,,,,
1,14.67,,,,
1,7.9,,,,
3,11,,,,
1,12,,,,
1,13.5,,,,
1,13.5,,,,
1,13.5,,,,
1,21,,,,
2,16.5,,,,
2,16.5,,,,
5,17.5,,,,
4,17.5,,,,
4,10,,,,
0,10,,,,
9,18.75,,,,
2,18.75,,,,
1,13,,,,
1,17,,,,
0,17,,,,
2,16,,,,
6,27,,,,
6,25,,,,
1,18.5,,,,
2,21.84,,,,
0,22.08,,,,
4,18.75,,,,
3,14.9,,,,
2,13.53,,,,
2,11.62,,,,
2,16.4,,,,
10,15.66,,,,
8,17.5,,,,
1,14,,,,
1,14,,,,
5,29,,,,
7,29,,,,
5,18,,,,
6,20,,,,
1,18,,,,
3,18,,,,
13,15,,,,
5,16,,,,
4,16,,,,
3,16,,,,
3,16,,,,
11,16,,,,
5,16,,,,
12,12,,,,
7,12,,,,
3,16,,,,
3,19,,,,
6,16,,,,
0,16,,,,
15,20,,,,
4,35,,,,
7,18,,,,
1,20,,,,
1,20,,,,
4,25,,,,
4,18.5,,,,
1,19,,,,
1,25,,,,
3,32.25,,,,
5,11,,,,
2,12,,,,
3,12,,,,
3,17.5,,,,
2,15,,,,
4,17.5,,,,
7,17,,,,
4,17,,,,
3,14,,,,
3,9,,,,
6,10,,,,
2,9,,,,
3,9,,,,
5,16,,,,
7,15,,,,
5,15,,,,
10,16,,,,
5,15,,,,
5,16,,,,
3,16,,,,
3,16,,,,
5,15,,,,
4,16,,,,
2,16,,,,
2,16,,,,
2,16,,,,
4,12,,,,
1,12,,,,
13,9,,,,
6,16,,,,
4,16,,,,
2,20,,,,
10,13.33,,,,
3,15,,,,
9,16,,,,
1,19.5,,,,
2,50,,,,
6,18.4,,,,
1,20,,,,
8,6.95,,,,
1,11,,,,
6,11,,,,
6,11,,,,
5,19.5,,,,
1,14,,,,
2,12,,,,
2,12,,,,
1,14,,,,
6,15,,,,
3,29.19,,,,
2,28,,,,
10,15,,,,
10,15,,,,
8,15,,,,
9,15,,,,
11,15,,,,
6,14,,,,
6,14,,,,
2,20.85,,,,
6,20,,,,
3,16,,,,
3,16,,,,
6,15,,,,
11,13.2,,,,
11,13.2,,,,
2,48,,,,
6,56.72,,,,
4,24,,,,
3,24,,,,
8,12,,,,
10,12,,,,
3,16.5,,,,
4,17,,,,
4,17,,,,
4,12.15,,,,
5,12.15,,,,
3,18,,,,
13,16.5,,,,
4,14.5,,,,
7,14.18,,,,
6,12,,,,
5,12,,,,
5,12,,,,
4,18,,,,
6,16,,,,
2,18,,,,
3,22.66,,,,
0,22.47,,,,
7,17.54,,,,
3,17,,,,
2,16,,,,
2,16,,,,
6,16,,,,
5,13.09,,,,
3,13.09,,,,
3,14,,,,
13,13.45,,,,
2,20,,,,
12,15,,,,
4,13.2,,,,
6,17,,,,
3,15,,,,
1,16,,,,
1,16,,,,
1,16,,,,
2,8.5,,,,
1,8.5,,,,
7,11,,,,
7,11,,,,
4,10,,,,
1,13,,,,
1,12,,,,
1,12,,,,
6,12,,,,
1,12.38,,,,
15,15.5,,,,
15,15.5,,,,
15,15.5,,,,
3,15.5,,,,
2,26.5,,,,
4,26,,,,
1,24.5,,,,
1,26,,,,
3,26,,,,
2,23.5,,,,
3,29,,,,
4,24.5,,,,
0,18,,,,
2,21,,,,
3,12,,,,
2,17.5,,,,
1,17.5,,,,
10,19,,,,
1,20.5,,,,
3,18,,,,
3,18,,,,
3,18,,,,
2,17,,,,
13,18,,,,
8,19,,,,
3,19,,,,
9,16.5,,,,
4,16.5,,,,
9,20,,,,
1,20,,,,
4,19.5,,,,
1,19.5,,,,
1,19.5,,,,
5,19.5,,,,
3,20,,,,
5,20,,,,
15,20,,,,
5,21,,,,
15,19,,,,
3,20.5,,,,
2,24,,,,
6,20.5,,,,
1,24,,,,
7,21,,,,
13,21,,,,
10,21,,,,
0,24,,,,
3,21,,,,
0,24,,,,
5,21,,,,
3,20,,,,
10,20,,,,
5,18,,,,
12,20,,,,
7,20,,,,
15,19,,,,
4,20,,,,
1,18,,,,
5,19,,,,
5,17.5,,,,
4,20,,,,
0,18,,,,
2,23,,,,
3,23,,,,
2,21,,,,
15,23,,,,
4,18,,,,
8,17,,,,
1,19.5,,,,
3,18,,,,
4,17.4,,,,
7,18,,,,
4,13.5,,,,
7,13.5,,,,
9,15,,,,
3,9.5,,,,
3,12,,,,
4,30,,,,
6,27.5,,,,
3,14.75,,,,
1,12.75,,,,
15,17.5,,,,
3,16,,,,
1,14.5,,,,
3,16,,,,
1,21,,,,
5,21,,,,
3,19.5,,,,
10,21,,,,
9,20,,,,
0,25,,,,
6,27.5,,,,
2,15,,,,
3,16,,,,
3,16,,,,
3,16,,,,
3,16,,,,
10,17.5,,,,
8,17.5,,,,
7,12,,,,
7,12,,,,
7,12,,,,
1,25,,,,
4,19.95,,,,
6,18.95,,,,
2,18.95,,,,
1,19.95,,,,
4,18.95,,,,
6,19.95,,,,
1,19.95,,,,
1,18.95,,,,
4,18.95,,,,
4,14.85,,,,
1,15.95,,,,
1,15.95,,,,
6,15.95,,,,
7,15.95,,,,
4,15.95,,,,
4,15.95,,,,
5,19,,,,
1,12.57,,,,
1,12,,,,
4,12.31,,,,
7,12.92,,,,
2,12,,,,
3,12,,,,
6,15,,,,
5,15,,,,
7,15,,,,
3,15,,,,
2,16,,,,
5,15,,,,
8,16,,,,
3,15,,,,
8,15,,,,
1,16,,,,
3,15,,,,
3,15,,,,
4,18.26,,,,
4,20,,,,
4,28,,,,
2,30,,,,
16,28,,,,
14,28,,,,
14,28,,,,
16,28,,,,
1,38,,,,
15,28,,,,
2,38,,,,
1,38,,,,
4,35,,,,
5,18,,,,
1,13.5,,,,
1,9.15,,,,
2,16.5,,,,
2,16.04,,,,
2,15,,,,
1,18.04,,,,
2,17.42,,,,
4,18.08,,,,
4,17.43,,,,
0,25,,,,
0,25,,,,
5,15.53,,,,
9,12,,,,
4,16.36,,,,
2,12,,,,
2,15,,,,
2,17,,,,
3,18,,,,
2,17,,,,
1,20,,,,
2,15,,,,
4,15,,,,
2,13.6,,,,
1,19,,,,
1,28,,,,
2,37,,,,
4,12,,,,
0,13.25,,,,
1,21.25,,,,
2,28.5,,,,
3,24.5,,,,
2,24.5,,,,
1,24.5,,,,
13,26,,,,
5,28.5,,,,
1,30,,,,
1,28.5,,,,
3,13.25,,,,
5,28.5,,,,
1,13.41,,,,
2,14.11,,,,
2,19,,,,
5,16.13,,,,
1,24,,,,
5,22,,,,
2,15,,,,
1,23,,,,
1,24,,,,
3,28.5,,,,
3,28.5,,,,
5,28,,,,
3,28,,,,
3,28,,,,
8,12.5,,,,
7,12.5,,,,
4,15,,,,
1,14,,,,
4,12.95,,,,
3,13.25,,,,
9,12.95,,,,
4,12.95,,,,
1,27,,,,
3,27,,,,
1,24,,,,
7,24,,,,
1,24,,,,
15,12.95,,,,
7,18.5,,,,
6,22,,,,
2,22,,,,
6,21,,,,
3,18,,,,
5,18.5,,,,
3,18.5,,,,
4,18.5,,,,
6,18.5,,,,
0,19,,,,
3,22,,,,
1,22,,,,
0,22,,,,
5,22,,,,
1,22,,,,
1,16,,,,
2,16,,,,
2,16.5,,,,
1,16,,,,
8,16,,,,
4,16,,,,
9,16.5,,,,
5,16.5,,,,
3,12,,,,
3,22,,,,
3,22,,,,
3,22,,,,
3,22,,,,
3,22,,,,
0,21,,,,
4,22,,,,
1,18,,,,
0,24,,,,
2,24,,,,
2,24,,,,
4,19,,,,
1,19.43,,,,
1,21.5,,,,
1,30,,,,
3,30,,,,
1,30,,,,
2,17.5,,,,
2,19,,,,
2,18,,,,
4,23,,,,
1,23,,,,
6,40.5,,,,
12,39.5,,,,
3,46,,,,
3,18,,,,
3,16.5,,,,
8,40,,,,
7,35,,,,
13,35,,,,
3,25,,,,
3,25,,,,
1,33,,,,
0,24,,,,
0,25,,,,
8,29.5,,,,
4,25,,,,
1,54,,,,
6,42.5,,,,
0,50,,,,
1,45,,,,
2,25,,,,
6,30,,,,
1,28,,,,
0,17,,,,
1,17.5,,,,
2,18,,,,
5,18,,,,
2,13.72,,,,
2,19.45,,,,
5,14.5,,,,
3,14.5,,,,
4,14.75,,,,
2,14.75,,,,
6,12,,,,
2,12,,,,
2,22,,,,
1,20,,,,
2,18,,,,
2,18,,,,
0,26.25,,,,
1,26.25,,,,
4,26.25,,,,
3,26.25,,,,
3,29,,,,
6,10,,,,
9,10,,,,
4,14,,,,
7,12,,,,
0,17.5,,,,
2,17.5,,,,
5,17.5,,,,
3,17.5,,,,
0,19,,,,
2,19,,,,
2,19,,,,
4,14.95,,,,
2,15.95,,,,
0,14.95,,,,
11,15.95,,,,
11,15.95,,,,
3,15.95,,,,
7,15.95,,,,
3,14.95,,,,
1,14.95,,,,
11,37,,,,
9,10.25,,,,
2,7.32,,,,
10,9,,,,
5,11.75,,,,
1,13.26,,,,
4,16.5,,,,
2,16.5,,,,
1,18.5,,,,
4,18.5,,,,
4,18.5,,,,
6,13.5,,,,
5,15,,,,
3,20,,,,
7,15,,,,
6,15,,,,
1,13,,,,
2,12,,,,
4,16,,,,
3,16,,,,
1,15.88,,,,
4,14.46,,,,
4,18.5,,,,
0,20,,,,
2,21.75,,,,
1,21.75,,,,
5,21.75,,,,
5,21.75,,,,
5,21.75,,,,
4,24,,,,
1,24,,,,
2,23,,,,
12,12.73,,,,
8,32.5,,,,
13,30,,,,
4,25,,,,
3,32,,,,
4,32,,,,
6,32,,,,
12,23,,,,
1,23,,,,
5,23,,,,
1,32,,,,
5,32.5,,,,
7,34,,,,
8,28,,,,
3,29,,,,
1,32,,,,
2,17,,,,
2,17,,,,
3,55,,,,
9,45,,,,
9,45,,,,
6,34,,,,
6,34,,,,
9,45,,,,
2,18,,,,
0,18,,,,
5,21.5,,,,
1,21.5,,,,
2,21.5,,,,
0,13,,,,
0,29,,,,
1,27,,,,
1,27,,,,
4,27,,,,
9,34,,,,
2,27,,,,
4,27,,,,
2,29,,,,
2,26.5,,,,
0,26.5,,,,
6,14.95,,,,
7,14.95,,,,
1,15.95,,,,
3,16.95,,,,
4,14.95,,,,
5,14.95,,,,
0,14.95,,,,
9,16.95,,,,
8,18.95,,,,
1,15.95,,,,
11,15.95,,,,
1,14.95,,,,
4,19.35,,,,
1,15.95,,,,
1,14.95,,,,
4,12.54,,,,
4,15.95,,,,
4,15.95,,,,
1,14.95,,,,
2,16.95,,,,
6,14.95,,,,
1,27,,,,
1,20,,,,
1,16.5,,,,
13,16.5,,,,
1,16.5,,,,
15,13.5,,,,
9,13.5,,,,
8,12,,,,
5,59,,,,
2,36,,,,
3,55,,,,
2,43,,,,
2,34,,,,
4,38,,,,
0,45,,,,
0,46,,,,
1,27.5,,,,
2,27.5,,,,
3,37,,,,
11,17,,,,
1,15.5,,,,
1,39,,,,
2,42,,,,
3,39,,,,
0,19,,,,
0,17,,,,
2,17,,,,
2,26,,,,
4,22.5,,,,
0,17,,,,
1,22.5,,,,
4,25,,,,
1,27,,,,
2,15.3,,,,
5,15,,,,
2,11.575,,,,
7,12,,,,
7,12,,,,
3,10,,,,
3,10,,,,
4,22,,,,
6,22,,,,
4,22,,,,
3,12,,,,
1,13.6,,,,
3,12,,,,
2,16.5,,,,
2,17.4,,,,
1,18.8,,,,
3,18,,,,
5,21,,,,
9,20,,,,
12,18,,,,
6,22,,,,
4,18.5,,,,
1,22,,,,
1,27,,,,
1,27,,,,
2,13.6,,,,
2,13.6,,,,
3,9.75,,,,
1,7.375,,,,
3,9,,,,
3,9,,,,
3,9,,,,
2,16,,,,
4,19,,,,
2,12,,,,
5,12,,,,
2,14,,,,
2,9.3,,,,
0,22.2,,,,
3,7.5,,,,
3,15.18,,,,
10,12.6,,,,
10,12.6,,,,
5,12.6,,,,
2,8.7,,,,
13,9,,,,
2,32,,,,
4,9.42,,,,
3,19.91,,,,
3,14,,,,
8,9,,,,
6,19.76,,,,
3,15,,,,
3,16,,,,
1,27,,,,
5,45,,,,
1,13,,,,
2,14,,,,
7,12,,,,
2,13,,,,
3,14,,,,
5,13,,,,
1,41,,,,
3,25,,,,
3,25,,,,
1,41,,,,
0,13,,,,
0,13,,,,
3,13.75,,,,
3,17,,,,
4,17,,,,
3,9.82,,,,
4,9.82,,,,
0,9.82,,,,
2,9.82,,,,
8,15,,,,
8,14.77,,,,
7,12,,,,
1,20,,,,
6,16,,,,
2,14,,,,
2,25.5,,,,
8,25,,,,
2,14,,,,
1,18,,,,
1,16,,,,
1,16.55,,,,
3,15,,,,
1,16.55,,,,
7,15,,,,
11,15,,,,
3,16,,,,
4,16,,,,
2,15,,,,
4,15,,,,
5,15,,,,
7,15,,,,
4,20,,,,
9,20,,,,
10,25,,,,
6,20,,,,
6,20,,,,
8,25,,,,
6,18,,,,
0,29,,,,
1,11.14,,,,
4,10,,,,
3,10,,,,
3,10,,,,
10,12,,,,
2,13.2,,,,
2,16.95,,,,
2,16.4,,,,
2,16.83,,,,
2,17.25,,,,
4,17.25,,,,
2,17.6,,,,
0,19.75,,,,
2,12.63,,,,
5,25,,,,
14,10,,,,
9,20.75,,,,
2,18.49,,,,
1,15.27,,,,
2,11,,,,
1,10,,,,
2,13,,,,
1,12,,,,
3,19,,,,
6,17.05,,,,
1,14.67,,,,
7,12,,,,
5,12,,,,
2,14,,,,
1,15,,,,
12,9,,,,
7,20,,,,
7,20,,,,
2,20,,,,
4,14,,,,
4,14,,,,
8,13,,,,
4,18,,,,
3,17,,,,
6,13,,,,
2,13.62,,,,
2,13.84,,,,
1,15,,,,
4,17,,,,
4,17,,,,
3,17,,,,
1,19.5,,,,
5,9.95,,,,
2,10,,,,
5,22.5,,,,
5,25,,,,
5,23,,,,
4,16.5,,,,
1,12,,,,
3,8,,,,
0,20,,,,
1,25,,,,
1,23.82,,,,
1,23.82,,,,
3,30,,,,
3,32,,,,
3,12,,,,
2,18,,,,
9,11.93,,,,
2,18,,,,
2,18,,,,
4,20,,,,
6,18,,,,
7,20,,,,
5,19,,,,
7,18.5,,,,
6,18,,,,
7,20,,,,
4,15.5,,,,
4,15.5,,,,
4,15.5,,,,
2,15,,,,
7,20,,,,
10,20,,,,
11,19,,,,
8,15.5,,,,
2,15.5,,,,
1,18.5,,,,
14,18.5,,,,
3,7.2,,,,
4,16,,,,
2,16,,,,
2,16,,,,
5,16,,,,
10,18,,,,
3,23,,,,
3,23,,,,
5,20.5,,,,
0,13,,,,
3,19,,,,
9,18.5,,,,
3,48,,,,
10,48,,,,
1,11.07,,,,
1,15,,,,
7,22,,,,
5,22,,,,
1,16,,,,
7,15.27,,,,
6,18.5,,,,
2,22,,,,
2,13.71,,,,
5,9.6,,,,
8,26,,,,
1,52.17,,,,
0,11.25,,,,
3,11.25,,,,
1,26,,,,
1,26,,,,
1,26,,,,
2,32,,,,
13,17,,,,
8,17,,,,
3,29,,,,
3,29,,,,
5,27.5,,,,
4,34,,,,
13,18.5,,,,
3,17.5,,,,
1,10,,,,
1,11,,,,
0,17,,,,
4,17,,,,
9,13.63,,,,
4,17,,,,
5,12,,,,
2,13.5,,,,
2,13.5,,,,
6,13.5,,,,
1,12,,,,
2,13.5,,,,
1,13.5,,,,
1,18,,,,
3,18,,,,
2,18,,,,
5,18,,,,
4,17,,,,
3,18,,,,
5,20,,,,
3,20,,,,
4,18,,,,
0,20,,,,
1,20,,,,
1,20,,,,
2,34,,,,
2,34,,,,
2,34,,,,
1,34,,,,
3,31,,,,
1,30,,,,
3,31,,,,
6,20,,,,
6,20,,,,
3,34,,,,
2,28,,,,
1,35,,,,
2,23.5,,,,
